ppt_id,item ,cond,rep,type,wo,sol,ppt.no
RLI__b3,22,none,ok,act,APV,1516,9
RLI__b3,23,A,ok,act,APV,1753,9
RLI__b3,24,P,ok,pass,PAV,1715,9
RLI_a1,1,A,ok,act,APV,1812,9
RLI_a1,2,P,ok,act,APV,2081,9
RLI_a1,3,none,ok,act,APV,1644,9
RLI_a1,4,A,ok,act,APV,3342,9
RLI_a1,5,P,ok,pass,AV,2746,9
RLI_a1,6,none,ok,NA,NA,2380,9
RLI_a1,7,A,ok,act,APV,2958,9
RLI_a1,8,P,ok,act,APV,3886,9
RLI_a1,9,none,ok,act,APV,2878,9
RLI_a1,10,A,ok,act,APV,3387,9
RLI_a1,11,P,ok,act,APV,4407,9
RLI_a1,12,none,ok,NA,NA,7000,9
RLI_a1,13,A,ok,act,APV,2392,9
RLI_a1,14,P,ok,act,APV,2428,9
RLI_a1,15,none,ok,act,APV,2452,9
RLI_a1,16,A,ok,NA,NA,2086,9
RLI_a1,17,P,ok,NA,NA,2596,9
RLI_a1,18,none,ok,act,APV,2817,9
RLI_a1,19,A,ok,act,APV,2543,9
RLI_a1,20,P,ok,act,APV,2310,9
RLI_a1,21,none,ok,act,APV,3411,9
RLI_a1,22,A,ok,act,APV,3085,9
RLI_a1,23,P,ok,act,APV,2860,9
RLI_a1,24,none,ok,act,APV,2247,9
TVG_a3,1,none,ok,act,APV,2545,10
TVG_a3,2,A,ok,act,APV,1860,10
TVG_a3,3,P,ok,pass,PAV,3855,10
TVG_a3,4,none,ok,act,APV,1894,10
TVG_a3,5,A,ok,NA,NA,2598,10
TVG_a3,6,P,ok,pass,PAV,2102,10
TVG_a3,7,none,ok,act,APV,2915,10
TVG_a3,8,A,ok,act,APV,3131,10
TVG_a3,9,P,ok,pass,APV,2559,10
TVG_a3,10,none,ok,NA,NA,1872,10
TVG_a3,11,A,ok,act,APV,2322,10
TVG_a3,12,P,ok,NA,NA,2269,10
TVG_a3,13,none,ok,act,APV,1625,10
TVG_a3,14,A,ok,act,APV,2704,10
TVG_a3,15,P,ok,act,APV,2243,10
TVG_a3,16,none,ok,act,APV,1957,10
TVG_a3,17,A,ok,act,APV,1803,10
TVG_a3,18,P,ok,act,APV,1724,10
TVG_a3,19,none,ok,act,APV,3445,10
TVG_a3,20,A,ok,act,APV,2422,10
TVG_a3,21,P,ok,act,APV,2236,10
TVG_a3,22,none,ok,pass,PAV,2329,10
TVG_a3,23,A,ok,act,APV,3983,10
TVG_a3,24,P,ok,act,APV,2244,10
TVG_b1,1,A,ok,act,APV,2049,10
TVG_b1,2,P,ok,NA,NA,2561,10
TVG_b1,3,none,ok,act,APV,4039,10
TVG_b1,4,A,ok,act,AV,4309,10
TVG_b1,5,P,ok,pass,AV,1458,10
TVG_b1,6,none,ok,NA,NA,2134,10
TVG_b1,7,A,ok,act,APV,2174,10
TVG_b1,8,P,ok,act,APV,4059,10
TVG_b1,9,none,ok,act,APV,1790,10
TVG_b1,10,A,ok,act,APV,2664,10
TVG_b1,11,P,ok,act,APV,1649,10
TVG_b1,12,none,ok,NA,NA,2228,10
TVG_b1,13,A,ok,act,APV,1334,10
TVG_b1,14,P,ok,NA,NA,3493,10
TVG_b1,15,none,ok,NA,NA,2240,10
TVG_b1,16,A,ok,act,APV,2175,10
TVG_b1,17,P,ok,NA,NA,3522,10
TVG_b1,18,none,ok,act,APV,3747,10
TVG_b1,19,A,ok,act,APV,2135,10
TVG_b1,20,P,ok,act,APV,2936,10
TVG_b1,21,none,ok,NA,NA,4511,10
TVG_b1,22,A,ok,NA,NA,2701,10
TVG_b1,23,P,ok,act,APV,3765,10
TVG_b1,24,none,ok,act,APV,2152,10
SLT_a1,1,A,ok,NA,NA,2682,11
SLT_a1,2,P,ok,act,APV,9212,11
SLT_a1,3,none,ok,NA,NA,3474,11
SLT_a1,4,A,ok,NA,NA,4901,11
SLT_a1,5,P,-,NA,NA,4917,11
SLT_a1,6,none,ok,NA,NA,2881,11
SLT_a1,7,A,ok,NA,NA,4008,11
SLT_a1,8,P,-,NA,NA,3942,11
SLT_a1,9,none,ok,NA,NA,5133,11
SLT_a1,10,A,ok,pass,PVA,5331,11
SLT_a1,11,P,-,NA,NA,4535,11
SLT_a1,12,none,ok,NA,NA,6738,11
SLT_a1,13,A,-,NA,NA,3176,11
SLT_a1,14,P,ok,NA,NA,4235,11
SLT_a1,15,none,ok,NA,NA,4068,11
SLT_a1,16,A,ok,NA,NA,2813,11
SLT_a1,17,P,ok,NA,NA,3437,11
SLT_a1,18,none,ok,NA,NA,4618,11
SLT_a1,19,A,ok,NA,NA,5433,11
SLT_a1,20,P,ok,NA,NA,5082,11
SLT_a1,21,none,ok,NA,NA,2629,11
SLT_a1,22,A,ok,NA,NA,5421,11
SLT_a1,23,P,-,NA,NA,4961,11
SLT_a1,24,none,ok,NA,NA,3024,11
SLT_b2,1,P,ok,NA,NA,4884,11
SLT_b2,2,none,ok,NA,NA,12172,11
SLT_b2,3,A,ok,act,APV,4299,11
SLT_b2,4,P,-,NA,NA,7389,11
SLT_b2,5,none,ok,NA,NA,5785,11
SLT_b2,6,A,ok,NA,NA,5612,11
SLT_b2,7,P,ok,NA,NA,3776,11
SLT_b2,8,none,ok,NA,NA,2966,11
SLT_b2,9,A,-,NA,NA,3353,11
SLT_b2,10,P,-,NA,NA,6176,11
SLT_b2,11,none,-,NA,NA,7000,11
SLT_b2,12,A,ok,NA,NA,3934,11
SLT_b2,13,P,ok,NA,NA,5134,11
SLT_b2,14,none,ok,NA,NA,2988,11
SLT_b2,15,A,ok,NA,NA,5610,11
SLT_b2,16,P,ok,NA,NA,4491,11
SLT_b2,17,none,ok,NA,NA,3613,11
SLT_b2,18,A,ok,act,APV,6730,11
SLT_b2,19,P,ok,pass,PAV,7288,11
SLT_b2,20,none,ok,act,APV,3482,11
SLT_b2,21,A,ok,act,APV,5309,11
SLT_b2,22,P,ok,NA,NA,2297,11
SLT_b2,23,none,ok,NA,NA,4372,11
SLT_b2,24,A,ok,act,AVP,2776,11
ZAL_b3,1,none,ok,act,APV,1420,12
ZAL_b3,2,A,ok,NA,NA,2042,12
ZAL_b3,3,P,ok,pass,PAV,3027,12
ZAL_b3,4,none,ok,act,APV,2588,12
ZAL_b3,5,A,ok,act,APV,2249,12
ZAL_b3,6,P,ok,NA,NA,3147,12
ZAL_b3,7,none,ok,act,APV,2265,12
ZAL_b3,8,A,ok,act,APV,2921,12
ZAL_b3,9,P,ok,pass,APV,2353,12
ZAL_b3,10,none,ok,NA,NA,2332,12
ZAL_b3,11,A,ok,act,PV,1322,12
ZAL_b3,12,P,ok,NA,NA,1953,12
ZAL_b3,13,none,ok,act,APV,2190,12
ZAL_b3,14,A,ok,act,APV,2707,12
ZAL_b3,15,P,ok,act,APV,2961,12
ZAL_b3,16,none,ok,act,APV,2038,12
ZAL_b3,17,A,ok,act,APV,2020,12
ZAL_b3,18,P,ok,pass,APV,2427,12
ZAL_b3,19,none,ok,NA,NA,1592,12
ZAL_b3,20,A,ok,act,APV,2488,12
ZAL_b3,21,P,ok,pass,AV,2407,12
ZAL_b3,22,none,ok,NA,NA,2609,12
ZAL_b3,23,A,ok,NA,NA,2113,12
ZAL_b3,24,P,ok,pass,APV,2248,12
TPM_a1,1,A,ok,act,APV,2790,13
TPM_a1,2,P,ok,act,APV,3687,13
TPM_a1,3,none,ok,act,APV,2816,13
TPM_a1,4,A,ok,NA,NA,3347,13
TPM_a1,5,P,ok,pass,AV,2699,13
TPM_a1,6,none,ok,act,APV,2626,13
TPM_a1,7,A,ok,act,APV,2304,13
TPM_a1,8,P,ok,NA,NA,3185,13
TPM_a1,9,none,ok,act,APV,2857,13
TPM_a1,10,A,ok,act,PV,2542,13
TPM_a1,11,P,ok,NA,NA,2171,13
TPM_a1,12,none,ok,act,APV,3350,13
TPM_a1,13,A,ok,act,PV,1870,13
TPM_a1,14,P,ok,act,APV,2766,13
TPM_a1,15,none,ok,act,APV,2368,13
TPM_a1,16,A,ok,NA,NA,2984,13
IEM_a1,1,A,ok,act,APV,2361,4
IEM_a1,2,P,ok,pass,AV,1503,4
IEM_a1,3,none,ok,act,APV,2258,4
IEM_a1,4,A,ok,NA,NA,1515,4
IEM_a1,5,P,ok,act,APV,1900,4
IEM_a1,6,none,ok,act,APV,1699,4
IEM_a1,7,A,ok,act,APV,1992,4
IEM_a1,8,P,ok,pass,A-PAV,1977,4
IEM_a1,9,none,ok,act,APV,3144,4
IEM_a1,10,A,ok,act,APV,2298,4
IEM_a1,11,P,ok,NA,NA,3635,4
IEM_a1,12,none,ok,act,APV,2371,4
IEM_a1,13,A,ok,act,APV,2903,4
IEM_a1,14,P,ok,act,APV,2046,4
IEM_a1,15,none,ok,NA,NA,1580,4
IEM_a1,16,A,ok,act,APV,1710,4
IEM_a1,17,P,-,NA,NA,2243,4
IEM_a1,18,none,-,NA,NA,1546,4
IEM_a1,19,A,ok,act,APV,1822,4
IEM_a1,20,P,ok,pass,PAV,2589,4
IEM_a1,21,none,ok,act,APV,2868,4
IEM_a1,22,A,ok,act,APV,1908,4
IEM_a1,23,P,ok,pass,APV,3133,4
IEM_a1,24,none,ok,act,APV,1348,4
SED_a3,1,none,ok,act,APV,1063,8
SED_a3,2,A,ok,pass,NA,1974,8
SED_a3,3,P,ok,pass,AV,1251,8
SED_a3,4,none,ok,NA,NA,1999,8
SED_a3,5,A,ok,NA,NA,4545,8
SED_a3,6,P,ok,pass,APV,1018,8
SED_a3,7,none,ok,NA,NA,1659,8
SED_a3,8,A,ok,act,APV,1620,8
SED_a3,9,P,ok,pass,AV,1484,8
SED_a3,10,none,ok,NA,NA,1686,8
SED_a3,11,A,ok,act,PV,2243,8
SED_a3,12,P,ok,NA,NA,2398,8
SED_a3,13,none,ok,NA,NA,1336,8
SED_a3,14,A,ok,NA,NA,2782,8
SED_a3,15,P,ok,pass,AV,3148,8
SED_a3,16,none,ok,NA,NA,1704,8
SED_a3,17,A,ok,pass,PAV,1919,8
SED_a3,18,P,ok,pass,AV,1267,8
SED_a3,19,none,ok,NA,NA,1915,8
SED_a3,20,A,ok,NA,NA,1790,8
SED_a3,21,P,ok,pass,AV,1438,8
SED_a3,22,none,ok,act,APV,1708,8
SED_a3,23,A,ok,NA,NA,1800,8
SED_a3,24,P,ok,pass,AV,1783,8
TVG__a2,1,P,ok,pass,APV,2054,10
TVG__a2,2,none,ok,NA,NA,4441,10
TVG__a2,3,A,ok,NA,NA,3936,10
TVG__a2,4,P,ok,NA,NA,2880,10
TVG__a2,5,none,ok,NA,NA,3254,10
TVG__a2,6,A,ok,act,APV,3551,10
TVG__a2,7,P,ok,act,APV,1919,10
TVG__a2,8,none,ok,act,APV,2931,10
TVG__a2,9,A,ok,act,APV,3479,10
TVG__a2,10,P,ok,NA,NA,1847,10
TVG__a2,11,none,ok,act,APV,1970,10
TVG__a2,12,A,ok,act,APV,5429,10
TVG__a2,13,P,ok,pass,APV,1838,10
TVG__a2,14,none,ok,act,APV,1980,10
TVG__a2,15,A,ok,act,APV,1915,10
TVG__a2,16,P,ok,act,APV,1713,10
TVG__a2,17,none,ok,act,APV,2424,10
TVG__a2,18,A,ok,act,APV,1723,10
TVG__a2,19,P,ok,act,APV,1877,10
TVG__a2,20,none,ok,act,APV,1585,10
TVG__a2,21,A,ok,NA,NA,2105,10
TVG__a2,22,P,ok,NA,NA,1672,10
TVG__a2,23,none,ok,act,APV,2612,10
TVG__a2,24,A,ok,act,APV,3932,10
ZAL_b1,1,A,ok,act,PV,1502,12
ZAL_b1,2,P,ok,NA,NA,7000,12
ZAL_b1,3,none,ok,act,APV,3611,12
ZAL_b1,4,A,ok,act,APV,3417,12
ZAL_b1,5,P,ok,pass,AV,2308,12
ZAL_b1,6,none,ok,NA,NA,1955,12
ZAL_b1,7,A,ok,act,APV,2118,12
ZAL_b1,8,P,ok,NA,NA,3041,12
ZAL_b1,9,none,ok,act,APV,2153,12
ZAL_b1,10,A,ok,NA,NA,2074,12
ZAL_b1,11,P,ok,act,APV,1418,12
ZAL_b1,12,none,ok,NA,NA,1915,12
ZAL_b1,13,A,ok,act,APV,2465,12
ZAL_b1,14,P,ok,pass,AVP,3035,12
ZAL_b1,15,none,ok,act,APV,1946,12
ZAL_b1,16,A,ok,act,APV,2499,12
ZAL_b1,17,P,ok,act,APV,3514,12
ZAL_b1,18,none,ok,act,APV,1989,12
ZAL_b1,19,A,ok,act,APV,1670,12
ZAL_b1,20,P,ok,act,APV,1960,12
ZAL_b1,21,none,ok,NA,NA,2007,12
ZAL_b1,22,A,ok,NA,NA,1717,12
ZAL_b1,23,P,ok,NA,NA,2129,12
ZAL_b1,24,none,ok,pass,APV,2640,12
RLI_b2,1,P,ok,pass,PAV,2882,9
RLI_b2,2,none,ok,act,APV,2696,9
RLI_b2,3,A,ok,act,APV,2469,9
RLI_b2,4,P,ok,pass,APV,2662,9
RLI_b2,5,none,ok,act,APV,1736,9
RLI_b2,6,A,ok,act,APV,2896,9
RLI_b2,7,P,-,act,APV,1988,9
RLI_b2,8,none,ok,NA,NA,2583,9
RLI_b2,9,A,ok,act,APV,2069,9
RLI_b2,10,P,ok,act,APV,1949,9
RLI_b2,11,none,ok,act,APV,2441,9
RLI_b2,12,A,ok,act,APV,2923,9
RLI_b2,13,P,ok,pass,PAV,2841,9
RLI_b2,14,none,ok,act,P-APV,2594,9
RLI_b2,15,A,ok,act,APV,1961,9
RLI_b2,16,P,ok,pass,PVA,2784,9
RLI_b2,17,none,ok,act,APV,2324,9
RLI_b2,18,A,ok,act,APV,2537,9
RLI_b2,19,P,ok,pass,PAV,1971,9
RLI_b2,20,none,ok,act,APV,2668,9
RLI_b2,21,A,ok,act,AP-APV,2471,9
RLI_b2,22,P,ok,pass,PAV,2037,9
RLI_b2,23,none,ok,act,APV,2432,9
RLI_b2,24,A,ok,act,APV,2032,9
IMI_b2,1,P,ok,pass,AV,1714,3
IMI_b2,2,none,ok,act,APV,3069,3
IMI_b2,3,A,ok,act,PV,2267,3
IMI_b2,4,P,ok,act,APV,6800,3
IMI_b2,5,none,ok,act,APV,2144,3
IMI_b2,6,A,ok,act,PV,1736,3
IMI_b2,7,P,ok,act,APV,3440,3
IMI_b2,8,none,ok,act,APV,2721,3
IMI_b2,9,A,ok,act,PV,2395,3
IMI_b2,10,P,ok,pass,AV,2036,3
IMI_b2,11,none,ok,NA,NA,2851,3
IMI_b2,12,A,ok,act,APV,4871,3
IMI_b2,13,P,ok,act,APV,1924,3
IMI_b2,14,none,ok,act,APV,1759,3
IMI_b2,15,A,ok,act,APV,1977,3
IMI_b2,16,P,ok,act,APV,2647,3
IMI_b2,17,none,ok,act,APV,2180,3
IMI_b2,18,A,ok,act,APV,4237,3
IMI_b2,19,P,ok,pass,PAV,5926,3
IMI_b2,20,none,ok,act,APV,2640,3
IMI_b2,21,A,ok,act,APV,1736,3
IMI_b2,22,P,ok,pass,AV,2684,3
IMI_b2,23,none,ok,act,APV,2984,3
IMI_b2,24,A,ok,act,PV,2143,3
REI_b3,1,none,ok,act,APV,2649,7
REI_b3,2,A,ok,act,APV,3788,7
REI_b3,3,P,ok,act,APV,4862,7
REI_b3,4,none,ok,act,APV,6151,7
REI_b3,5,A,ok,act,PV,7963,7
REI_b3,6,P,ok,NA,NA,6511,7
REI_b3,7,none,ok,act,APV,4301,7
REI_b3,8,A,ok,act,PV,2856,7
REI_b3,9,P,ok,NA,NA,3124,7
REI_b3,10,none,ok,act,APV,3226,7
REI_b3,11,A,ok,act,PV,5342,7
REI_b3,12,P,ok,NA,NA,10572,7
REI_b3,13,none,ok,NA,NA,2167,7
REI_b3,14,A,ok,act,PV,9221,7
REI_b3,15,P,ok,NA,NA,4338,7
REI_b3,16,none,ok,act,APV,2700,7
REI_b3,17,A,ok,act,PV,4530,7
REI_b3,18,P,ok,pass,AV,3519,7
REI_b3,19,none,ok,act,APV,2422,7
REI_b3,20,A,ok,act,PV,9195,7
REI_b3,21,P,ok,pass,AV,2294,7
REI_b3,22,none,ok,act,APV,2709,7
REI_b3,23,A,ok,act,PV,7015,7
REI_b3,24,P,ok ,pass,AV,3896,7
RAI_b1,1,A,ok,act,APV,1174,5
RAI_b1,2,P,ok,pass,AV,2231,5
RAI_b1,3,none,ok,act,APV,2120,5
RAI_b1,4,A,ok,act,PV,3305,5
RAI_b1,5,P,ok,pass,AV,1362,5
RAI_b1,6,none,ok,act,APV,2268,5
RAI_b1,7,A,ok,act,PV,2973,5
RAI_b1,8,P,ok,pass,AV,2250,5
RAI_b1,9,none,ok,act,APV,1468,5
RAI_b1,10,A,ok,act,APV,3086,5
RAI_b1,11,P,ok,pass,APV,2777,5
RAI_b1,12,none,ok,pass,PAV,3420,5
RAI_b1,13,A,ok,act,PV,1415,5
RAI_b1,14,P,ok,pass,PAV,3226,5
RAI_b1,15,none,ok,act,APV,1714,5
RAI_b1,16,A,ok,NA,NA,3326,5
RAI_b1,17,P,ok,pass,AV,2141,5
RAI_b1,18,none,ok,act,APV,2089,5
RAI_b1,19,A,ok,act,PV,2486,5
RAI_b1,20,P,ok,pass,PAV,3226,5
RAI_b1,21,none,ok,act,APV,1983,5
RAI_b1,22,A,ok,act,APV,3062,5
RAI_b1,23,P,ok,pass,AV,2089,5
RAI_b1,24,none,ok,pass,PAV,3104,5
PRM_a1,1,A,ok,act,PV,1355,14
PRM_a1,2,P,ok,pass,AV,2931,14
PRM_a1,3,none,ok,act,PV,1125,14
PRM_a1,4,A,ok,act,PV,3868,14
PRM_a1,5,P,ok,pass,AV,1897,14
PRM_a1,6,none,ok,act,APV,1522,14
PRM_a1,7,A,ok,act,PV,2581,14
PRM_a1,8,P,ok,pass,P-AV,3860,14
PRM_a1,9,none,ok,pass,APV,1257,14
PRM_a1,10,A,ok,act,PV,3598,14
PRM_a1,11,P,ok,NA,NA,4205,14
PRM_a1,12,none,ok,NA,NA,3409,14
PRM_a1,13,A,ok,act,PV,1857,14
PRM_a1,14,P,ok,pass,AV,2843,14
PRM_a1,15,none,ok,act,APV,2408,14
PRM_a1,16,A,ok,NA,NA,2968,14
PRM_a1,17,P,ok,pass,AV,2111,14
PRM_a1,18,none,ok,act,APV,3503,14
PRM_a1,19,A,ok,act,PV,1900,14
PRM_a1,20,P,ok,pass,AV,1830,14
PRM_a1,21,none,ok,NA,NA,2432,14
PRM_a1,22,A,ok,act,PV,4418,14
PRM_a1,23,P,ok,pass,AV,2524,14
PRM_a1,24,none,ok,act,APV,1725,14
PRM_b3,1,none,ok,act,APV,1773,14
PRM_b3,2,A,ok,pass,AV,1297,14
PRM_b3,3,P,ok,pass,AV,1601,14
PRM_b3,4,none,ok,act,APV,1790,14
PRM_b3,5,A,ok,act,PV,3166,14
PRM_b3,6,P,ok,pass,AV,2625,14
PRM_b3,7,none,ok,act,APV,1668,14
PRM_b3,8,A,ok,pass,AV,1913,14
PRM_b3,9,P,ok,pass,AV,1477,14
PRM_b3,10,none,ok,NA,NA,1340,14
PRM_b3,11,A,ok,NA,NA,1723,14
PRM_b3,12,P,ok,pass,AV,2055,14
PRM_b3,13,none,ok,act,APV,1680,14
PRM_b3,14,A,ok,act,PV,1902,14
PRM_b3,15,P,ok,pass,AV,1884,14
PRM_b3,16,none,ok,NA,NA,2088,14
PRM_b3,17,A,ok,act,PV,1839,14
PRM_b3,18,P,ok,pass,AV,2100,14
PRM_b3,19,none,ok,act,P-APV,1493,14
PRM_b3,20,A,ok,act,PV,1675,14
PRM_b3,21,P,ok,pass,AV,1409,14
PRM_b3,22,none,ok,act,APV,1605,14
PRM_b3,23,A,ok,act,PV,1791,14
PRM_b3,24,P,ok,pass,AV,2197,14