participant,item,rt,fluency,sentence_type,word_order,direct
К06,boil-2-1-l.png,5213,yes,inverse,AVP,0
К06,hang-1-1-r.png,2336,yes,direct,AVP,1
К06,treat-2-1-l.png,3400,yes,inverse,AVP,0
К06,pull-1-2-l.png,1051,yes,direct,AVP,1
К06,scold-1-1-r.png,1832,yes,direct,AVP,1
К06,hit-1-2-l.png,1635,yes,direct,AVP,1
К06,saw-2-1-l.png,1831,yes,inverse,AVP,0
К06,give_water-1-2-l.png,3485,yes,direct,AVP,1
К06,eat-2-2-r.png,1874,yes,inverse,AVP,0
К06,pour-2-1-l.png,1895,yes,inverse,AVP,0
К06,tie-2-2-r.png,1599,yes,inverse,AVP,0
К06,carry-1-1-r.png,1551,yes,direct,AVP,1
К06,call-1-2-l.png,1494,yes,direct,AVP,1
К06,feed-1-1-r.png,2771,yes,direct,AVP,1
К06,water-2-2-r.png,1422,yes,inverse,AVP,0
К06,wake-2-1-l.png,1863,yes,inverse,AVP,0
К06,makelaugh-2-2-r.png,2162,yes,inverse,AVP,0
К06,boil-1-1-r.png,2938,yes,direct,AVP,1
К06,hang-2-1-l.png,1851,yes,inverse,AVP,0
К06,dress-1-1-r.png,1512,yes,direct,AVP,1
К06,cut_hair-2-1-l.png,1487,yes,inverse,AVP,0
К06,burn-1-2-l.png,2018,yes,direct,AVP,1
К06,saw-1-1-r.png,1987,yes,inverse,AVP,0
К06,shoot-1-2-l.png,1741,yes,direct,AVP,1
К06,open-2-1-l.png,2362,yes,inverse,AVP,0
К06,treat-1-1-r.png,2485,yes,direct,AVP,1
К06,throw-2-2-r.png,1167,yes,inverse,AVP,0
К06,cover-1-2-l.png,2640,yes,direct,AVP,1
К06,hit-2-2-r.png,1956,yes,inverse,AVP,0
К10,wake-2-2-r.png,3591,yes,inverse,AVP,0
К10,carry-1-2-l.png,4931,yes,direct,AVP,1
К10,dress-1-2-l.png,3184,yes,direct,AVP,1
К10,cut_hair-2-2-r.png,2916,yes,inverse,AVP,0
К10,wash-2-1-l.png,3676,yes,inverse,AVP,0
К10,water-2-1-l.png,4211,yes,inverse,AVP,0
К10,push-2-2-r.png,3539,yes,inverse,AVP,0
К10,carry-2-2-r.png,1981,yes,inverse,AVP,0
К10,call-2-1-l.png,5601,yes,inverse,AVP,0
К10,clean-1-2-l.png,3689,yes,direct,AVP,1
К10,feed-2-2-r.png,3514,yes,inverse,AVP,0
К10,water-1-1-r.png,5228,yes,direct,AVP,1
К10,wake-1-2-l.png,4518,yes,direct,AVP,1
К10,teach-2-1-l.png,4767,yes,inverse,AVP,0
К10,hang-1-2-l.png,3572,yes,direct,AVP,1
К10,teach-2-2-r.png,5276,yes,inverse,AVP,0
К10,dress-2-1-l.png,5488,yes,inverse,AVP,0
К10,cut_hair-1-1-r.png,3105,yes,direct,AVP,1
К10,tie-1-2-l.png,3311,yes,direct,AVP,1
К10,carry-1-1-r.png,4213,yes,direct,AVP,1
К10,clean-2-1-l.png,3957,yes,direct,AVP,1
К10,feed-1-1-r.png,2545,yes,direct,AVP,1
К10,boil-1-1-r.png,4003,yes,direct,AVP,1
К10,cover-1-2-l.png,2688,yes,direct,AVP,1
К14,call-1-1-r.png,4201,yes,direct,AVP,1
К14,break-2-2-r.png,1722,yes,inverse,AVP,0
К14,feed-1-2-l.png,1858,yes,direct,AVP,1
К14,pick-1-1-r.png,3852,yes,direct,AVP,1
К14,teach-1-1-r.png,5680,yes,direct,AVP,1
К14,cut_hair-2-2-r.png,2556,yes,inverse,AVP,0
К14,hang-2-2-r.png,3773,yes,inverse,AVP,0
К14,scold-2-2-r.png,5539,yes,inverse,AVP,0
К14,tie-1-1-r.png,1863,yes,direct,AVP,1
К14,call-2-1-l.png,4326,yes,inverse,AVP,0
К14,clean-1-2-l.png,1420,yes,direct,AVP,1
К14,feed-2-2-r.png,4648,yes,inverse,AVP,0
К14,wake-1-2-l.png,3115,yes,direct,AVP,1
К14,plant-2-1-l.png,1560,yes,inverse,AVP,0
К14,hang-1-2-l.png,2442,yes,direct,AVP,1
К14,dress-2-2-r.png,2217,yes,inverse,AVP,0
К14,pull-1-1-r.png,3366,yes,direct,AVP,1
К14,cut_hair-1-2-l.png,1368,yes,direct,AVP,1
К14,wash-1-1-r.png,3078,yes,direct,AVP,1
К14,cover-2-2-r.png,2409,yes,inverse,AVP,0
К14,hang-1-1-r.png,3504,yes,direct,AVP,1
К14,break-2-1-l.png,4835,yes,inverse,AVP,0
К14,boil-1-1-r.png,2668,yes,direct,AVP,1
К14,hang-2-1-l.png,4789,yes,inverse,AVP,0
К17,call-1-1-r.png,3098,yes,direct,AVP,1
К17,break-2-2-r.png,1827,yes,inverse,AVP,0
К17,wake-2-2-r.png,4030,yes,inverse,AVP,0
К17,pick-1-1-r.png,3488,yes,direct,AVP,1
К17,makelaugh-2-1-l.png,3449,yes,inverse,AVP,0
К17,cover-1-1-r.png,2073,yes,direct,AVP,1
К17,wash-2-1-l.png,3643,yes,inverse,AVP,0
К17,give_water-1-1-r.png,3919,yes,direct,AVP,1
К17,clean-2-2-r.png,1607,yes,inverse,AVP,0
К17,push-1-2-l.png,3380,yes,direct,AVP,1
К17,water-2-1-l.png,5066,yes,inverse,AVP,0
К17,pour-2-2-r.png,3315,yes,inverse,AVP,0
К17,plant-1-1-r.png,2468,yes,direct,AVP,1
К17,tie-2-1-l.png,1980,yes,inverse,AVP,0
К17,boil-1-2-l.png,3426,yes,direct,AVP,1
К17,hang-2-2-r.png,1911,yes,direct,AVP,1
К17,treat-1-2-l.png,3122,yes,direct,AVP,1
К17,scold-2-2-r.png,1903,yes,inverse,AVP,0
К17,hit-2-1-l.png,1316,yes,inverse,AVP,0
К17,push-2-2-r.png,1812,yes,inverse,AVP,0
К17,pick-2-1-l.png,2034,yes,inverse,AVP,0
К17,carry-2-2-r.png,1683,yes,inverse,AVP,0
К17,water-1-1-r.png,1181,yes,direct,AVP,1
К17,plant-2-1-l.png,1234,yes,inverse,AVP,0
К17,makelaugh-1-1-r.png,2464,yes,direct,AVP,1
К17,boil-2-2-r.png,1913,yes,inverse,AVP,0
К17,teach-2-1-l.png,1598,yes,inverse,AVP,0
К17,wash-1-1-r.png,2934,yes,direct,AVP,1
К17,open-1-2-l.png,1474,yes,direct,AVP,1
К17,treat-2-2-r.png,2477,yes,direct,AVP,1
К17,throw-1-1-r.png,2763,yes,direct,AVP,1
К17,scold-1-2-l.png,2654,yes,direct,AVP,1
К17,eat-1-2-l.png,3038,yes,direct,AVP,1
К17,pick-2-2-r.png,2508,yes,inverse,AVP,0
К17,teach-2-2-r.png,3343,yes,inverse,AVP,0
К17,cut_hair-1-1-r.png,2729,yes,direct,AVP,1
К17,cover-2-2-r.png,3633,yes,inverse,AVP,0
К17,clean-1-1-r.png,2213,yes,direct,AVP,1
К17,push-2-1-l.png,2727,yes,inverse,AVP,0
К17,tie-1-2-l.png,2128,yes,direct,AVP,1
К17,treat-2-1-l.png,3241,yes,inverse,AVP,0
К17,scold-1-1-r.png,5439,yes,direct,AVP,1
К17,hit-1-2-l.png,2742,yes,direct,AVP,1
К17,pick-1-2-l.png,2545,yes,direct,AVP,1
К17,tie-2-2-r.png,1876,yes,inverse,AVP,0
К17,call-1-2-l.png,1520,yes,direct,AVP,1
К17,feed-1-1-r.png,2031,yes,direct,AVP,1
К17,water-2-2-r.png,1592,yes,inverse,AVP,0
К17,boil-1-1-r.png,3089,yes,direct,AVP,1
К17,dress-1-1-r.png,1515,yes,direct,AVP,1
К17,cut_hair-2-1-l.png,2120,yes,inverse,AVP,0
К17,open-2-1-l.png,1516,yes,inverse,AVP,0
К17,throw-2-2-r.png,1362,yes,direct,AVP,1
К17,paint-1-1-r.png,2835,yes,direct,AVP,1
К20,call-1-1-r.png,1422,yes,direct,AVP,1
К20,wake-2-2-r.png,2857,yes,direct,AVP,1
К20,throw-2-1-l.png,1692,yes,direct,AVP,1
К20,clean-2-2-r.png,2267,yes,inverse,AVP,0
К20,plant-1-1-r.png,3419,yes,direct,AVP,1
К20,hit-2-1-l.png,2521,yes,inverse,AVP,0
К20,saw-1-2-l.png,4459,yes,direct,AVP,1
К20,pick-2-1-l.png,2258,yes,inverse,AVP,0
К20,water-1-1-r.png,2049,yes,direct,AVP,1
К20,cut_hair-1-2-l.png,5519,yes,direct,AVP,1
К20,wash-1-1-r.png,2388,yes,direct,AVP,1
К20,saw-2-2-r.png,2622,yes,inverse,AVP,0
К20,pick-2-2-r.png,1990,yes,inverse,AVP,0
К20,carry-2-1-l.png,4134,yes,inverse,AVP,0
К20,dress-2-1-l.png,5359,yes,direct,AVP,1
К20,throw-1-2-l.png,2081,yes,direct,AVP,1
К20,wash-1-2-l.png,2550,yes,inverse,AVP,0
К20,paint-2-1-l.png,1404,yes,inverse,AVP,0
К20,give_water-2-2-r.png,3530,yes,inverse,AVP,0
К20,clean-1-1-r.png,1780,yes,direct,AVP,1
К20,plant-2-2-r.png,3686,yes,inverse,AVP,0
К20,give_water-1-2-l.png,1861,yes,direct,AVP,1
К20,carry-1-1-r.png,1903,yes,direct,AVP,1
К20,call-1-2-l.png,2505,yes,direct,AVP,1
К20,cut_hair-2-1-l.png,1859,yes,inverse,AVP,0
К20,treat-1-1-r.png,4049,yes,direct,AVP,1
К20,scold-2-1-l.png,1803,yes,direct,AVP,1
К20,paint-1-1-r.png,1434,yes,direct,AVP,1
К22,break-2-2-r.png,2019,yes,inverse,AVP,0
К22,feed-1-2-l.png,4258,yes,direct,AVP,1
К22,carry-1-2-l.png,2333,yes,direct,AVP,1
К22,teach-1-1-r.png,4294,yes,direct,AVP,1
К22,paint-1-2-l.png,1991,yes,direct,AVP,1
К22,clean-2-2-r.png,1808,yes,inverse,AVP,0
К22,push-1-2-l.png,2456,yes,direct,AVP,1
К22,scold-2-2-r.png,4204,yes,direct,AVP,1
К22,break-1-2-l.png,3596,yes,direct,AVP,1
К22,pick-2-1-l.png,3468,yes,inverse,AVP,0
К22,carry-2-2-r.png,1832,yes,inverse,AVP,0
К22,clean-1-2-l.png,1740,yes,direct,AVP,1
К22,feed-2-2-r.png,2401,yes,inverse,AVP,0
К22,water-1-1-r.png,2932,yes,direct,AVP,1
К22,wake-1-2-l.png,3230,yes,direct,AVP,1
К22,dress-2-2-r.png,2734,yes,inverse,AVP,0
К22,pull-1-1-r.png,2091,yes,direct,AVP,1
К22,cut_hair-1-2-l.png,1592,yes,direct,AVP,1
К22,wash-1-1-r.png,1970,yes,direct,AVP,1
К22,treat-2-2-r.png,2337,yes,inverse,AVP,0
К22,paint-2-2-r.png,3094,yes,inverse,AVP,0
К22,feed-2-1-l.png,2803,yes,direct,AVP,1
К22,clean-1-1-r.png,1928,yes,direct,AVP,1
К22,pour-1-1-r.png,2934,yes,direct,AVP,1
К22,boil-2-1-l.png,3018,yes,direct,AVP,1
К22,hang-1-1-r.png,5754,yes,direct,AVP,1
К22,treat-2-1-l.png,3569,yes,inverse,AVP,0
К22,pull-1-2-l.png,2213,yes,direct,AVP,1
К22,break-2-1-l.png,3131,yes,inverse,AVP,0
К22,push-1-1-r.png,1817,yes,direct,AVP,1
К22,pick-1-2-l.png,3140,yes,direct,AVP,1
К22,clean-2-1-l.png,3313,yes,inverse,AVP,0
К22,hang-2-1-l.png,2075,yes,inverse,AVP,0
К22,pull-2-2-r.png,1768,yes,inverse,AVP,0
К22,cut_hair-2-1-l.png,2416,yes,inverse,AVP,0
К25,call-1-1-r.png,2488,yes,direct,AVP,1
К25,feed-1-2-l.png,1733,yes,direct,AVP,1
К25,wake-2-2-r.png,2083,yes,inverse,AVP,0
К25,carry-1-2-l.png,1538,yes,direct,AVP,1
К25,teach-1-1-r.png,2201,yes,direct,AVP,1
К25,dress-1-2-l.png,2255,yes,direct,AVP,1
К25,cut_hair-2-2-r.png,1922,yes,inverse,AVP,0
К25,wash-2-1-l.png,2580,yes,inverse,AVP,0
К25,paint-1-2-l.png,1514,yes,direct,AVP,1
К25,give_water-1-1-r.png,2429,yes,direct,AVP,1
К25,tie-2-1-l.png,1717,yes,inverse,AVP,0
К25,scold-2-2-r.png,1552,yes,inverse,AVP,0
К25,hit-2-1-l.png,2266,yes,inverse,AVP,0
К25,give_water-2-1-l.png,2369,yes,inverse,AVP,0
К25,break-1-2-l.png,1800,yes,direct,AVP,1
К25,pour-1-2-l.png,1951,yes,direct,AVP,1
К25,call-2-1-l.png,2253,yes,inverse,AVP,0
К25,clean-1-2-l.png,1430,yes,direct,AVP,1
К25,feed-2-2-r.png,1842,yes,inverse,AVP,0
К25,water-1-1-r.png,1380,yes,direct,AVP,1
К25,wake-1-2-l.png,2400,yes,direct,AVP,1
К25,plant-2-1-l.png,1740,yes,inverse,AVP,0
К25,makelaugh-1-1-r.png,2052,yes,direct,AVP,1
К25,dress-2-2-r.png,1555,yes,inverse,AVP,0
К25,pull-1-1-r.png,1518,yes,direct,AVP,1
К25,cut_hair-1-2-l.png,1582,yes,direct,AVP,1
К25,burn-2-1-l.png,1907,yes,direct,AVP,1
К25,wash-1-1-r.png,1566,yes,direct,AVP,1
К25,open-1-2-l.png,1650,yes,direct,AVP,1
К25,scold-1-2-l.png,1492,yes,direct,AVP,1
К25,hit-1-1-r.png,1909,yes,direct,AVP,1
К25,paint-2-2-r.png,1531,yes,inverse,AVP,0
К25,break-1-1-r.png,1390,yes,direct,AVP,1
К25,feed-2-1-l.png,1391,yes,inverse,AVP,0
К25,wake-1-1-r.png,1471,yes,direct,AVP,1
К25,pick-2-2-r.png,1423,yes,inverse,AVP,0
К25,makelaugh-1-2-l.png,1965,yes,direct,AVP,1
К25,carry-2-1-l.png,1751,yes,inverse,AVP,0
К25,teach-2-2-r.png,1788,yes,inverse,AVP,0
К25,open-1-1-r.png,1269,yes,direct,AVP,1
К25,dress-2-1-l.png,1397,yes,inverse,AVP,0
К25,cut_hair-1-1-r.png,1217,yes,direct,AVP,1
К25,wash-1-2-l.png,1721,yes,direct,AVP,1
К25,paint-2-1-l.png,1292,yes,inverse,AVP,0
К25,clean-1-1-r.png,1308,yes,direct,AVP,1
К25,water-1-2-l.png,1572,yes,direct,AVP,1
К25,pour-1-1-r.png,1426,yes,direct,AVP,1
К25,plant-2-2-r.png,1422,yes,inverse,AVP,0
К25,hang-1-1-r.png,1498,yes,direct,AVP,1
К25,pull-1-2-l.png,1385,yes,direct,AVP,1
К25,scold-1-1-r.png,1486,yes,direct,AVP,1
К25,burn-2-2-r.png,1521,yes,direct,AVP,1
К25,give_water-1-2-l.png,2382,yes,direct,AVP,1
К25,break-2-1-l.png,1296,yes,inverse,AVP,0
К25,pour-2-1-l.png,1973,yes,inverse,AVP,0
К25,carry-1-1-r.png,1375,yes,direct,AVP,1
К25,call-1-2-l.png,1451,yes,direct,AVP,1
К25,feed-1-1-r.png,1738,yes,direct,AVP,1
К25,water-2-2-r.png,1333,yes,inverse,AVP,0
К25,wake-2-1-l.png,1417,yes,inverse,AVP,0
К25,plant-1-2-l.png,1346,yes,direct,AVP,1
К25,makelaugh-2-2-r.png,1818,yes,inverse,AVP,0
К25,teach-1-2-l.png,1835,yes,direct,AVP,1
К25,hang-2-1-l.png,1368,yes,inverse,AVP,0
К25,dress-1-1-r.png,1374,yes,direct,AVP,1
К25,pull-2-2-r.png,1169,yes,inverse,AVP,0
К25,cut_hair-2-1-l.png,1265,yes,inverse,AVP,0
К25,burn-1-2-l.png,1578,yes,direct,AVP,1
К25,wash-2-2-r.png,1282,yes,inverse,AVP,0
К25,open-2-1-l.png,1341,yes,inverse,AVP,0
К25,scold-2-1-l.png,1329,yes,inverse,AVP,0
К25,cover-1-2-l.png,1307,yes,direct,AVP,1
К25,paint-1-1-r.png,1238,yes,direct,AVP,1
К24,call-1-1-r.png,3201,yes,direct,AVP,1
К24,throw-2-1-l.png,4207,yes,inverse,AVP,0
К24,cover-1-1-r.png,5650,yes,direct,AVP,1
К24,paint-1-2-l.png,5505,yes,direct,AVP,1
К24,push-1-2-l.png,5068,yes,direct,AVP,1
К24,water-2-1-l.png,4602,yes,inverse,AVP,0
К24,burn-1-1-r.png,5090,yes,direct,AVP,1
К24,saw-1-2-l.png,5844,yes,direct,AVP,1
К24,break-1-2-l.png,2567,yes,direct,AVP,1
К24,pour-1-2-l.png,4117,yes,direct,AVP,1
К24,tie-1-1-r.png,3034,yes,direct,AVP,1
К24,call-2-1-l.png,4691,yes,inverse,AVP,0
К24,clean-1-2-l.png,2814,yes,direct,AVP,1
К24,water-1-1-r.png,3841,yes,direct,AVP,1
К24,wake-1-2-l.png,3142,yes,direct,AVP,1
К24,cut_hair-1-2-l.png,5367,yes,direct,AVP,1
К24,burn-2-1-l.png,4635,yes,inverse,AVP,0
К24,break-1-1-r.png,3940,yes,direct,AVP,1
К24,wake-1-1-r.png,2548,yes,direct,AVP,1
К24,open-1-1-r.png,2892,yes,direct,AVP,1
К24,tie-1-2-l.png,2761,yes,direct,AVP,1
К24,scold-1-1-r.png,5455,yes,direct,AVP,1
К24,pour-2-1-l.png,5411,yes,inverse,AVP,0
К24,tie-2-2-r.png,3675,yes,inverse,AVP,0
К24,feed-1-1-r.png,3284,yes,direct,AVP,1
К24,treat-1-1-r.png,5866,yes,direct,AVP,1
К07,wake-2-2-r.png,5867,yes,inverse,AVP,0
К07,pick-1-1-r.png,2461,yes,direct,AVP,1
К07,pour-1-2-l.png,4022,yes,direct,AVP,1
К07,clean-1-2-l.png,5810,yes,direct,AVP,1
К07,call-2-2-r.png,2773,yes,direct,AVP,1
К07,wake-1-1-r.png,3062,yes,direct,AVP,1
К07,carry-2-1-l.png,3670,yes,inverse,AVP,0
К07,wash-1-2-l.png,2918,yes,direct,AVP,1
К07,paint-2-1-l.png,4053,yes,direct,AVP,1
К07,give_water-2-2-r.png,3572,yes,inverse,AVP,0
К07,clean-1-1-r.png,2619,yes,direct,AVP,1
К07,shoot-2-2-r.png,2910,yes,inverse,AVP,0
К07,saw-2-1-l.png,3799,yes,direct,AVP,1
К07,carry-1-1-r.png,1912,yes,direct,AVP,1
К07,call-1-2-l.png,2040,yes,direct,AVP,1
К07,clean-2-1-l.png,2953,yes,inverse,AVP,0
К07,feed-1-1-r.png,3296,yes,direct,AVP,1
К07,saw-1-1-r.png,1745,yes,direct,AVP,1
К07,open-2-1-l.png,3877,yes,inverse,AVP,0
К07,paint-1-1-r.png,2566,yes,direct,AVP,1
К13,break-2-2-r.png,3724,yes,direct,AVP,1
К13,feed-1-2-l.png,4045,yes,direct,AVP,1
К13,throw-2-1-l.png,4592,yes,direct,AVP,1
К13,wash-2-1-l.png,4715,yes,inverse,AVP,0
К13,paint-1-2-l.png,4165,yes,direct,AVP,1
К13,give_water-1-1-r.png,3870,yes,direct,AVP,1
К13,boil-1-2-l.png,3942,yes,direct,AVP,1
К13,treat-1-2-l.png,4058,yes,direct,AVP,1
К13,burn-1-1-r.png,4448,yes,direct,AVP,1
К13,eat-1-1-r.png,4318,yes,direct,AVP,1
К13,pick-2-1-l.png,3405,yes,direct,AVP,1
К13,boil-2-2-r.png,3835,yes,direct,AVP,1
К13,hang-1-2-l.png,4590,yes,direct,AVP,1
К13,burn-2-1-l.png,4670,yes,inverse,AVP,0
К13,wash-1-1-r.png,5393,yes,direct,AVP,1
К13,open-1-2-l.png,5981,yes,direct,AVP,1
К13,cover-2-1-l.png,4819,yes,inverse,AVP,0
К13,paint-2-2-r.png,4195,yes,inverse,AVP,0
К13,call-2-2-r.png,4950,yes,inverse,AVP,0
К13,break-1-1-r.png,3747,yes,direct,AVP,1
К13,feed-2-1-l.png,3505,yes,inverse,AVP,0
К13,wake-1-1-r.png,4572,yes,direct,AVP,1
К13,pick-2-2-r.png,3649,yes,inverse,AVP,0
К13,carry-2-1-l.png,4013,yes,inverse,AVP,0
К13,throw-1-2-l.png,3482,yes,direct,AVP,1
К13,cover-2-2-r.png,3733,yes,inverse,AVP,0
К13,wash-1-2-l.png,4234,yes,direct,AVP,1
К13,paint-2-1-l.png,2552,yes,inverse,AVP,0
К13,give_water-2-2-r.png,3794,yes,inverse,AVP,0
К13,clean-1-1-r.png,5695,yes,direct,AVP,1
К13,push-2-1-l.png,2560,yes,direct,AVP,1
К13,boil-2-1-l.png,2717,yes,inverse,AVP,0
К13,hang-1-1-r.png,2807,yes,direct,AVP,1
К13,treat-2-1-l.png,4732,yes,inverse,AVP,0
К13,pull-1-2-l.png,3352,yes,direct,AVP,1
К13,burn-2-2-r.png,3710,yes,inverse,AVP,0
К13,saw-2-1-l.png,3742,yes,inverse,AVP,0
К13,give_water-1-2-l.png,4150,yes,direct,AVP,1
К13,push-1-1-r.png,1989,yes,direct,AVP,1
К13,pick-1-2-l.png,5272,yes,direct,AVP,1
К13,carry-1-1-r.png,1881,yes,direct,AVP,1
К13,call-1-2-l.png,2739,yes,direct,AVP,1
К13,clean-2-1-l.png,3809,yes,inverse,AVP,0
К13,makelaugh-2-2-r.png,4089,yes,inverse,AVP,0
К13,boil-1-1-r.png,2195,yes,direct,AVP,1
К13,teach-1-2-l.png,2633,yes,direct,AVP,1
К13,hang-2-1-l.png,3723,yes,inverse,AVP,0
К13,pull-2-2-r.png,2089,yes,inverse,AVP,0
К13,burn-1-2-l.png,1758,yes,direct,AVP,1
К13,open-2-1-l.png,4243,yes,inverse,AVP,0
К13,treat-1-1-r.png,4971,yes,direct,AVP,1
К13,scold-2-1-l.png,4347,yes,inverse,AVP,0
К13,cover-1-2-l.png,3450,yes,direct,AVP,1
К13,paint-1-1-r.png,4834,yes,direct,AVP,1
К15,call-1-1-r.png,2249,yes,direct,AVP,1
К15,break-2-2-r.png,2041,yes,direct,AVP,1
К15,feed-1-2-l.png,2210,yes,direct,AVP,1
К15,open-2-2-r.png,2679,yes,inverse,AVP,0
К15,dress-1-2-l.png,2347,yes,direct,AVP,1
К15,throw-2-1-l.png,1963,yes,direct,AVP,1
К15,wash-2-1-l.png,4700,yes,inverse,AVP,0
К15,plant-1-1-r.png,3144,yes,direct,AVP,1
К15,shoot-1-1-r.png,3663,yes,direct,AVP,1
К15,pull-2-1-l.png,2039,yes,inverse,AVP,0
К15,burn-1-1-r.png,2613,yes,direct,AVP,1
К15,saw-1-2-l.png,2078,yes,direct,AVP,1
К15,break-1-2-l.png,2750,yes,direct,AVP,1
К15,pour-1-2-l.png,1696,yes,direct,AVP,1
К15,tie-1-1-r.png,2043,yes,direct,AVP,1
К15,call-2-1-l.png,2880,yes,inverse,AVP,0
К15,boil-2-2-r.png,2308,yes,inverse,AVP,0
К15,pull-1-1-r.png,1630,yes,direct,AVP,1
К15,cut_hair-1-2-l.png,4983,yes,direct,AVP,1
К15,burn-2-1-l.png,2047,yes,inverse,AVP,0
К15,wash-1-1-r.png,1654,yes,direct,AVP,1
К15,shoot-2-1-l.png,3268,yes,inverse,AVP,0
К15,open-1-2-l.png,3154,yes,direct,AVP,1
К15,cover-2-1-l.png,5276,yes,inverse,AVP,0
К15,hit-1-1-r.png,3577,yes,direct,AVP,1
К15,call-2-2-r.png,2630,yes,inverse,AVP,0
К15,break-1-1-r.png,4144,yes,direct,AVP,1
К15,feed-2-1-l.png,1537,yes,inverse,AVP,0
К15,teach-2-2-r.png,1785,yes,inverse,AVP,0
К15,throw-1-2-l.png,2958,yes,direct,AVP,1
К15,cut_hair-1-1-r.png,3663,yes,direct,AVP,1
К15,give_water-2-2-r.png,3578,yes,direct,AVP,1
К15,tie-1-2-l.png,5450,yes,direct,AVP,1
К15,pull-1-2-l.png,2891,yes,direct,AVP,1
К15,eat-2-2-r.png,5107,yes,inverse,AVP,0
К15,pick-1-2-l.png,5223,yes,direct,AVP,1
К15,tie-2-2-r.png,3117,yes,inverse,AVP,0
К15,wake-2-1-l.png,4345,yes,inverse,AVP,0
К15,boil-1-1-r.png,2933,yes,direct,AVP,1
К15,teach-1-2-l.png,5212,yes,direct,AVP,1
К15,shoot-1-2-l.png,4106,yes,direct,AVP,1
К15,open-2-1-l.png,5358,yes,inverse,AVP,0
К15,scold-2-1-l.png,5671,yes,inverse,AVP,0
К15,hit-2-2-r.png,2902,yes,inverse,AVP,0
К16,call-1-1-r.png,2107,yes,direct,AVP,1
К16,break-2-2-r.png,4712,yes,inverse,AVP,0
К16,carry-1-2-l.png,4235,yes,direct,AVP,1
К16,clean-2-2-r.png,5473,yes,inverse,AVP,0
К16,pour-2-2-r.png,2623,yes,inverse,AVP,0
К16,pull-2-1-l.png,2190,yes,inverse,AVP,0
К16,burn-1-1-r.png,1623,yes,direct,AVP,1
К16,pour-1-2-l.png,2404,yes,direct,AVP,1
К16,tie-1-1-r.png,1745,yes,direct,AVP,1
К16,call-2-1-l.png,2673,yes,inverse,AVP,0
К16,water-1-1-r.png,1663,yes,direct,AVP,1
К16,pull-1-1-r.png,1498,yes,direct,AVP,1
К16,open-1-2-l.png,1817,yes,direct,AVP,1
К16,scold-1-2-l.png,5209,yes,direct,AVP,1
К16,cover-2-1-l.png,2122,yes,inverse,AVP,0
К16,hit-1-1-r.png,3753,yes,direct,AVP,1
К16,pick-2-2-r.png,1616,yes,inverse,AVP,0
К16,open-1-1-r.png,5981,yes,inverse,AVP,0
К16,hit-1-2-l.png,4580,yes,direct,AVP,1
К16,pour-2-1-l.png,3640,yes,inverse,AVP,0
К16,tie-2-2-r.png,1684,yes,inverse,AVP,0
К16,carry-1-1-r.png,1409,yes,direct,AVP,1
К16,call-1-2-l.png,1642,yes,direct,AVP,1
К16,feed-1-1-r.png,1593,yes,direct,AVP,1
К16,wake-2-1-l.png,1863,yes,inverse,AVP,0
К16,cut_hair-2-1-l.png,3928,yes,inverse,AVP,0
К16,open-2-1-l.png,1819,yes,inverse,AVP,0
К16,scold-2-1-l.png,3135,yes,inverse,AVP,0
К16,cover-1-2-l.png,2370,yes,direct,AVP,1
К16,hit-2-2-r.png,2310,yes,inverse,AVP,0
